name,Location,Website,Founded,Employees,Industries,Business.model,Funding.state,description,SDG_01,SDG_02,SDG_03,SDG_04,SDG_05,SDG_06,SDG_07,SDG_08,SDG_09,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
Worldfavor,Sweden,new.worldfavor.com,2013,1-10,"Energy & Greentech, IT & Software, SaaS",-,-,"The Global Sustainability Platform
 
Worldfavor is a global digital platfrom and Software as a Service for Sustainability. It simplifies management and exchange of sustainability and compliance information for companies and their stakeholders, enabling sustainable growth. Sustainability is a quickly growing, global market and Worldfavor has large customers like Folksam, Intersport, Svenska Spel, Marginalen Bank. We are a fast growing company in need of great people and partners on the journey!

We are a team of driven individuals with a clear vision of making sustainability data readily available in every place. We have expertise in different areas, ranging from corporate sustainability, business development, sales, digital technologies and sustainability reporting. Our team is a fun-loving group of diverse people who are all driven by creating a better world, while also doing what we love – creating and nurturing an awesome tech product. We are a bit like a family. We laugh a lot and have fun at work, but take what we do and our mission very seriously.
 
We value a team member that gives that little extra in everything they do, while also being able to take responsibility and deliver on time. We support each other and prioritize team efforts over individual prestige. We hope to see you develop within the company over the years and strive to support that journey in the best way we can. As part of our team you will take a lot of responsibility from day one and be able to influence the company.
 
Staying motivated by being acknowledged and engaging in the company is important. In between hard work we like to spend time together outside the office. We also like to look back at our progress from the past week on Friday's together with something to eat or drink.  Every milestone is celebrated.  Location SwedenWebsite new.worldfavor.comFounded 2013Employees 1-10Industries Energy & Greentech, IT & Software, SaaSBusiness model -Funding state -",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Milva,Denmark,milva.dk,2018,1-10,"Energy & Greentech, IT & Software, SaaS, Marketplace & eCommerce","B2C, B2B, Marketplace, B2G",Pre-seed,"Our mission is to eradicate waste of time, lives and ressources when deconstructing. 

We aim to fulfil this ambitious goal by developing a software solution, that maps, categorises and documents the building mass of existing buildings. 
This is the fundamental first step in transforming the building industry into a circular economy and all the construction waste into valuable resources. The materials that exist in our buildings today are perceived as waste even though they have the potential to be circular and valuable resources. 

The main issue is that it is complicated and involves many steps when you want turn an old house into a new. Where many others try to solve one problem at a time, Milva solves all of them by automations based on the initial data collection and thus eliminating a lot of work that is performed manually today. 

Today we use our software ourselves. This is our way of improving the logic and testing it in the field. And it shows great potential. 
- We spend 2 hours on projects where competitors use up to 24 hours. 
- We map ALL materials in a building, including risks and resources. Our competitors do not map resources - only risks. 
- Our standard delivery time is 5 days while our competitors take 10 days. At the beginning of 2022 we will start selling our software to our competitors transitioning into more of an IT-company than an engineering company. Within 2022 we will add several new features. 
- The world’s first marketplace for DOCUMENTED, clean secondhand building materials. 
- A tender platform for demolitions or renovations projects. 

Today the overview that the automatically-generated report we supply, improves the transparency, workflow and reduces costs for both entrepreneur and builder. Add to this the many new features we have in the pipeline for next year and we assure you, that in five years, Milva will be the go-to platform for reusable resources in the building industry.   Location DenmarkWebsite milva.dkFounded 2018Employees 1-10Industries Energy & Greentech, IT & Software, SaaS, Marketplace & eCommerceBusiness model B2C, B2B, Marketplace, B2GFunding state Pre-seed",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Bantaba AB,Sweden,bantaba.com,2021,1-10,"Fintech, Marketplace & eCommerce",Marketplace,Pre-seed,"Bantaba is a digital matchmaking platform connecting African startups with professionals and investors in the African community living abroad (the “diaspora”). Despite an entrepreneurship rate of 22%, more than 70% of startups in Africa lack access to talent and capital. This is the problem we are solving. 

Our platform matches African Startups with diaspora mentors, consultants and investors. Bantaba is part of SSE Business lab and we were finalists in the Shift Capital competition. Read more about us on Breakit.se.  Location SwedenWebsite bantaba.comFounded 2021Employees 1-10Industries Fintech, Marketplace & eCommerceBusiness model MarketplaceFunding state Pre-seed",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Sizzle,Sweden,sizzle.se,2020,1-10,Food & Beverage,"B2C, B2B, Marketplace",Bootstrapping,"We are a foodtech company on a mission to diversify the food industry. We find chefs from cuisines that are not found in the mainstream and provide them with all resources to share their amazing food and stories with the world. We want to disrupt the food & beverage industry's tendency to favour the big brands and provide equitable opportunities for solo entrepreneurs and small business.
We provide access to capital, personnel and infrastructure to our partner chefs so they can create food and drink products under the Sizzle brand. These products can be purchased through our vending machines in offices, retail stores like Tempo or even via delivery apps like Foodora and Wolt. 
As Swedes, 1st and 2nd generation immigrants, former bike messengers, and sons and daughters to mothers who have worked hard  to give us opportunities, we understand that the forces that rule this world, and why we need to create equitable opportunities for all. 

We are a small team of 3 and our vision is to spearhead the dark kitchen movement globally and we will do it with independent food businesses and homechefs instead of established brands. 

  Location SwedenWebsite sizzle.seFounded 2020Employees 1-10Industries Food & BeverageBusiness model B2C, B2B, MarketplaceFunding state Bootstrapping",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
U.,Denmark,thiswillbeu.com,2019,1-10,"Media & Entertainment, Service, Travel & Tourism",B2C,Bootstrapping,"U. is a startup Danish-led global travel company. We hold unapologetic convictions that travel helps to create better human beings. Quite simply, to make the world a better place people need to travel. 

We offer group tours with authentic, sustainable, carbon-neutral experiences in 14 different countries around the world. The experiences empower our travelers to become the best versions of themselves and to see the world from a different perspective.  

When the world opening up, we have seized the opportunity for creating the best travel company in the world and we are scaling up the business with ridiculously high ambitions- but hey why shouldn’t they be?

Our most limited ressource now is time. We simply need more hands as the business grows - YOUR HANDS! Sounds scary? Good - now lets grow this business together and have a blast while doing so! We believe in stories over stuff, and we hope that you will be a part of our story.   Location DenmarkWebsite thiswillbeu.comFounded 2019Employees 1-10Industries Media & Entertainment, Service, Travel & TourismBusiness model B2CFunding state Bootstrapping",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
NORDDOCK,Denmark,norddock.dk,2020,1-10,"IT & Software, SaaS, Marketplace & eCommerce, Science & Engineering","B2B, B2G",Seed,"We develop quality software.

Web development
We have +15 years of experience in operating and developing ecommerce and websites in Europe. The focus is always on the purpose of the site, whether it is lead generation or sales. Technology and design (UX) is our toolbox for creating the most optimal solution that ensures you and your project the best possible ROI. When we develop websites and ecommerce sites, we always recommend that you incorporate KPIs from the start, so that you can subsequently manage and operate the site in relation to your goals.

App development
App development has been in high demand in recent years. Being able to service its customers or employees via an app can have enormous benefits. Our focus is to develop apps that users feel like using. Therefore, an intuitive user interface in particular is essential to achieve the desired goal with the app. We therefore think enormously visually in the development of apps.

Software development
We have developed many different software solutions. Some small super simple and others very large and complex. Many of the solutions we develop help our customers to remove / optimize some workflows. No matter what type we develop, profitability is often earned back home within a very short time after it is put into operation. Among other things, we have developed a small application with OCR recognition which helps the customer with their invoice handling.


The solution has now been running for over 5 years. Of the more complex, we have developed a complete data warehouse with full analytical insight.
A great solution that really gives the customer insight into where the earnings lie.

Technologies
We work with the technologies and solutions that provide the most value for our customers. It also means that our employees spend a lot of time keeping up to date with the latest new opportunities and technologies. This is our DNA to be able to provide the right solutions to our customers.

NORDDOCK
NORDDOCK is a newly found Danish company with +15 years of experience in software development. We are a bunch of passionate people who take pride in making an effort and strive for our customers to achieve the desired effect as soon as possible after the solution has been put into operation. It also means that we abide by the agreements we make and put a virtue in delivering on time. We like to be direct and to have clear expectations for / from our customers (but also internally).  Location DenmarkWebsite norddock.dkFounded 2020Employees 1-10Industries IT & Software, SaaS, Marketplace & eCommerce, Science & EngineeringBusiness model B2B, B2GFunding state Seed",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Addressya,Sweden,addressya.com,2017,1-10,IT & Software,B2B,Seed,"Addressya is a Swedish company with local offices in Rwanda and Uganda with an ambitious goal to improve a billion lives by providing access to opportunities, inclusion, partnerships, and trade through improved addressing. The platform was created in response to the fact that 4 billion people, businesses and governments worldwide suffer from the lack of addresses. 
  Location SwedenWebsite addressya.comFounded 2017Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Propida,Sweden,propida.se,2019,1-10,"IT & Software, SaaS, Marketplace & eCommerce",B2B,Pre-seed,"Propida wants to digitize how real estate companies order real estate services from contractors such as plumbers, cleaners and construction companies.
Today, these orders are made analogously via telephone calls, SMS, email and through real estate systems.

With Propida’s B2B platform, all orders are gathered in one channel.
The purpose of the activities is to validate how Propida’s system is used by customers where the goal is to develop a system
completely adapted to the customer and to be ready for the market.  Location SwedenWebsite propida.seFounded 2019Employees 1-10Industries IT & Software, SaaS, Marketplace & eCommerceBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Digital XBO,Norway,digitalxbo.com,2018,1-10,"IT & Software, SaaS",B2B,Seed,"Digital XBO solves fragmented workflows and communication across real estate software by integrating with relevant solutions so that you property developers have to, and provides an overview dashboard across all projects and industry data - improving your profitability. 

Real estate developers and contractors are unable to operate efficiently across the different software required over the course of developing property. Their frustration over the loss of time and profitability is palpable and that’s why we work tirelessly to solve the fragmented workflow across real estate software - a very expensive pain to endure. Typical projects include numerous in-house and third-party solutions that don’t interoperate which results in poor communication between developers, contractors and owners/tenants - affecting information flow and profitability.

We solve this by integrating with relevant solutions so that our customers don’t have to and provide an overview across all projects and related industry data. The functionalities of these integrations are accessible through our easily accessible and user friendly, user interface. In addition, our product provides a dashboard showcasing actionable insights to help our customers immediately identify problem areas and view progress efficiently.

DXBO was initially established according to the need of internal real estate projects at OBOS Block Watne to better engage with home owners during the construction phase. Today it is an independent startup with direct market validation and increasing untapped potential. This solution has been accomplished in other industries, but the property industry has had no attempts at solving this issue across its own industry. 
  Location NorwayWebsite digitalxbo.comFounded 2018Employees 1-10Industries IT & Software, SaaSBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Teemyco,Sweden,teemyco.com,2019,1-10,"IT & Software, SaaS, IoT",B2B,Pre-seed,"Teemyco is a virtual workplace destination that enables colleagues to collaborate seamlessly within teams, no matter where they are. It’s a virtual venue for important meetings, ad hoc brainstorm sessions, or birthday drinks among colleagues. We provide teams with virtual rooms to customize. Teemyco enables real and spontaneous interactions regardless of where people are physically located, and brings colleagues together. It’s the office of the future. Your office, online - that’s it.

Please visit our career site at teemyco.teamtailor.com  Location SwedenWebsite teemyco.comFounded 2019Employees 1-10Industries IT & Software, SaaS, IoTBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Stock Republic,Sweden,stockrepublic.io,2018,1-10,"Fintech, IT & Software",B2B,Series A,"At StockRepublic we help banks create investment guidance for a digital era. Letting bank customers connect and get social – for transparent and realtime investment guidance.  We supply bank customers with investment guidance regarding their portfolios from trusted friends and investment experts, who simply take care of their own money/savings, instead of bankers who make money from selling investment products.    Location SwedenWebsite stockrepublic.ioFounded 2018Employees 1-10Industries Fintech, IT & SoftwareBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Just Arrived,Sweden,justarrived.se,2016,11-50,Service,-,-,"Just Arrived is the company with big plans for how to make the world a better place. At a time when many are cut off from the opportunity of a job we want to make a difference. We believe all people have equal opportunities and have therefore decided. Utilizing the latest technology, we will connect the newcomers in Sweden with jobs.We are an entrepreneurial, visionary and action-oriented workplace with a very clear goal: to give newcomers a foot in the labor market.  Location SwedenWebsite justarrived.seFounded 2016Employees 11-50Industries ServiceBusiness model -Funding state -",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Wise Jester,Norway,intellectualandimmaterialbank.com,2020,1-10,"Service, Science & Engineering, Jobs & Recruitment","B2C, B2B, B2G",Series A,"Wise Jester is developing IIB – a blind, humor-based, algorithmically assisted network for intellectual inclusion and neurodiversity. IIB facilitates emergence of collaborations with shared visions, equipped with hybrid knowledge, imagination [and more] quantified, and improvisations by the users: for solving difficult problems. Check it out: https://intellectualandimmaterialbank.com/  Location NorwayWebsite intellectualandimmaterialbank.comFounded 2020Employees 1-10Industries Service, Science & Engineering, Jobs & RecruitmentBusiness model B2C, B2B, B2GFunding state Series A",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Hansen & Ersbøll Agenda,Denmark,heagenda.dk,2017,1-10,"Consumer Goods, Education, Energy & Greentech, Healthcare & Life Science, IT & Software, Manufacturing, Telecommunications, Food & Beverage, Science & Engineering, Advertising, Sales & Marketing, Fashion & Living, Legal, Jobs & Recruitment",B2B,Series A,"Siden 2017 har Hansen & Ersbøll Agenda arbejdet med virksomheders og organisationers engagement med FN’s Verdensmål og den bæredygtige omstilling. Vores team tilbyder førende bæredygtighedsekspertise inden for forandringsledelse, agenda setting, interessentindragelse, fortalervirksomhed, PR, virksomhedspositionering, ledelseskommunikation og bæredygtighedsrapportering. Vi arbejder på alle niveauer fra sparringsmøder på ledelsesniveau til længerevarende implementeringsindsatser.  Location DenmarkWebsite heagenda.dkFounded 2017Employees 1-10Industries Consumer Goods, Education, Energy & Greentech, Healthcare & Life Science, IT & Software, Manufacturing, Telecommunications, Food & Beverage, Science & Engineering, Advertising, Sales & Marketing, Fashion & Living, Legal, Jobs & RecruitmentBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Autopix,Norway,autopix.no,2021,11-50,Marketplace & eCommerce,B2B,Bootstrapping,"With our breakthrough apps we are changing how the e-commerce industry captures and publishes images. Autopix puts the photo studio in the pocket of users making the publishing process more efficient and user friendly. With our smartphone technology you no longer need to hire expensive photographers. Simply allow our photo guide to help you take professional photos at a fraction of the cost. 

We are an ambitious team, focused on building user friendly and efficient tools with expected revenue between 11-13 MNok in 2021. We currently work in close collaboration with some of the biggest names in Norway, which include - Varner Group, XXL, Holzweiler, Høyer, Tradesolution, and many other well-known companies. Our offices are at Startup Lab in Oslo’s Science Park, one of the leading tech hubs in Scandinavia.
  Location NorwayWebsite autopix.noFounded 2021Employees 11-50Industries Marketplace & eCommerceBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ZAFEHOUZE ApS,Denmark,zafehouze.com,2021,1-10,IT & Software,B2B,Series A,"ZafePass by ZAFEHOUZE is a solution the connects users with IT-resources, services, applications and data - in a way the organisation will become resistant to a range of Cyber-security attacks - because the security needed is build in and designed with extreme security from the start - which no other access solutions are.   Location DenmarkWebsite zafehouze.comFounded 2021Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
FinanceKey,Finland,financekey.com,2021,1-10,"Fintech, IT & Software, SaaS",B2B,Pre-seed,"FinanceKey is an easy-to-implement open banking platform for corporations. FinanceKey offers banking connectivity via APIs, open banking powered cash management and payments, and intelligence around cash and banking data. FinanceKey enables better business decisions based on real-time data, cost-effective banking connections, and better controls. FinanceKey automates finance employees' routines allowing them to work smarter and do more with less.  Location FinlandWebsite financekey.comFounded 2021Employees 1-10Industries Fintech, IT & Software, SaaSBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Rightly,Denmark,rightly.io,2017,11-50,"SaaS, Legal",B2B,Seed,"Rightly is a collaborative end-to-end platform for managing, protecting, and enforcing Intellectual Property Rights supported by legal services. Rightly is a SaaS legal tech start-up with a proven track record, and we are looking to add skilled and passionate talent to join our growing team! We bring people and technology together to make a difference in the world.

You will have the opportunity to contribute to the Rightly platform together with the all-star team that is revolutionizing how brand owners and lawyers manage their intellectual property. Rightly empowers innovative people and IP professionals by building a platform that makes it frictionless for them, in a smart and simple way, to stay connected and work together.

Without careful IP management, innovative people are left vulnerable to be exploited by criminals having easy access to manufacturing counterfeit products that undermine the brand, are dangerous to consumers, hazardous for workers to produce, and are destroying the environment.

Rightly’s mission is to make IP management smart and collaborative between everyone to protect innovation, consumers, workers, and the world we live in. Join us in building the world's most efficient IP management platform.  Location DenmarkWebsite rightly.ioFounded 2017Employees 11-50Industries SaaS, LegalBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Censuum,Denmark,censuum.dk,2020,1-10,"Retail, Sales & Marketing","B2C, B2B, Marketplace",Seed,"Censuum is a subscription based retail-as-a-service platform for online brands to scale sales and marketing through physical retail. 

We help to test physical retail or extend the current reach, pilot new products, learn more about the customers (or add new ones), collaborate with other amazing brands, share the cost, and utilize each others strengths.

- Censuum seeks to democratize retail by making it more affordable and accessible through an innovative Retail-as-a-Service offering for growing brands.

- Censuum seeks to make retail more sustainable by enabling the innovative 'born-sustainable' online brands to reach a broader audience in physical retail.

- Censuum seeks to make going shopping in real life fun again!

We are 'Online in real life'!  Location DenmarkWebsite censuum.dkFounded 2020Employees 1-10Industries Retail, Sales & MarketingBusiness model B2C, B2B, MarketplaceFunding state Seed",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Intertalents in Sweden,Sweden,intertalentsinsweden.com,2021,1-10,Jobs & Recruitment,"B2C, B2B",Seed,"We are Intertalents in Sweden, and our mission is to empower foreign-born professionals towards career success in Sweden. We are a team of three co-founders who have a passion for giving international talents a guiding light on integration into the Swedish workforce. Read our story here: https://intertalentsinsweden.com/about/ 

We provide high-quality learning material via online courses and e-books that is simple, lean and effective to guide and empower foreign-born professionals towards career success in Sweden. By achieving this we aim to reduce inequalities on the labour market (a foreign-born person is 6 times more likely to be unemployed). 

Our courses have already shown amazing results. Students are seeing changes for the first time in their circumstances in sometimes years of struggle in Sweden. Over 60% of our testing group saw immediate, tangible, and measurable results within one week of testing our strategies. Out of 11 beta testers with our first course, 4 landed a new job within 1-2 months of completing the course.  Location SwedenWebsite intertalentsinsweden.comFounded 2021Employees 1-10Industries Jobs & RecruitmentBusiness model B2C, B2BFunding state Seed",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Frigg Tech,Denmark,friggtech.dk,2020,1-10,IT & Software,B2B,Pre-seed,"Hos Frigg Tech hjælper vi vores samarbejdspartnere med at få et samlet overblik over de data, som er mest værdifulde for dem, uanset hvilke mål de har.   Vi indhenter store mængder data fra eksterne kilder. Derefter skræddersyer vi statistikker, trends og analyser.  Det gør vi, så De ikke drukner i information, men hurtigt kan få det nødvendige overblik.  Location DenmarkWebsite friggtech.dkFounded 2020Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Ariia,Denmark,ariia.uk,2014,1-10,Fintech,"B2B, B2G",Bootstrapping,"Money laundering is a growing societal problem that annually costs Danish society between 34-59 billion or 1.7-2.9% of GDP. Besides the cost side of that, it creates a great inequality and leads to corruption which undermines society as a whole. Today the money laundering problem is rapidly increasing as the number of wanted individuals have been rising exponentially.

ARIIA is a fintech company that develops an innovative IT solution to fight money laundering and financial crime. This solution enables banks and AML (Anti Money Laundering) regulated companies to ensure that they are not facilitating or involved directly or indirectly in such affairs. The three founders behind ARIIA are specialists within the AML sector and financial services. They have a proven track record of successful start-ups in financial services. 

ARIIA’s solution brings value via: 
1. Compliance
Ensuring that our customers comply with all the requirements set by the authorities in money laundering legislation. 
2. Savings
Providing additional savings by removing unnecessary expenses to run vendor systems on client’s premises using legacy rules engines. 
With ARIIA there is no maintenance, no fine-tuning, no solutions experts required. Our tool is cloud-based, ensuring all data protection best practices (encryption, data catalogue, etc.)
3. Business growth
- up to 60% reduction in KYC cycle time
- up to 70% cut in Case Resolution time
- up to 50% reduction in False Positive hits
Such efficiency boosts will improve customer experience and will free up resources for further business development.
4. Safeguard and peace of mind. 
Protecting from fines and reputational risks in an absolutely new level. 
With our cutting edge technologies we are able to uncover complex business structures that mask criminals or compromised individuals' participation, obscure connections, facilitation schemes and much more. 

Our cutting edge technologies:
Central Knowledge Graph. 
The traditional method of screening is to make “lookups” vs sanction and watch lists. 
However the world is about connections and relationships. Our Central Knowledge Graph is a whole connection´s universe where we analyze companies and owners using interactive visual network. 
Interconnected Single Data Lake.
Traditional approach is to work with siloed datasets that are updated one by one (often manually). We process many databases (bank data, public data, sanction lists, etc.) in a data model, which makes it possible to find far more contexts and connections vs traditional approach.  
And web crawlers that run 24/7 pulling the most recent up-to-date information from vetted sources. 
Intelligent Screening AI/ML
Traditional approach includes rules engines and a lot of manual work that generates inconsistencies for the overall process and other limitations. 
We move from Rules Engines to ML models that learn from patterns, improve with feedback loops thus improving accuracy rates as well as ensure consistency in the process that is crucial for passing the audit from regulators. 
 
In a nutshell: ARIIA is the innovative, adding-value solution for KYC screening, transaction monitoring, AML compliance and risks identification in a single, intuitive platform. ARIIA are currently looking for funding opportunities to develop the MLP to the next level. 

  Location DenmarkWebsite ariia.ukFounded 2014Employees 1-10Industries FintechBusiness model B2B, B2GFunding state Bootstrapping",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
CleverDeal ApS,Denmark,cleverdeal.dk,2018,1-10,"Media & Entertainment, Advertising, Sales & Marketing",B2B,Bootstrapping,"We help companies acquire customers through various online marketing channels while simultaneously creating transparent comparison websites worldwide.

Working towards creating the best and most intelligent SEO products on the market - in other words, are the business model affiliate marketing.

We are an Aarhus based start-up located at ""The Kitchen"" - an entrepreneurial environment.   Location DenmarkWebsite cleverdeal.dkFounded 2018Employees 1-10Industries Media & Entertainment, Advertising, Sales & MarketingBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Squire,Denmark,squire.dk,2020,1-10,Marketplace & eCommerce,Marketplace,Pre-seed,"Squire is a service marketplace that facilitates the connection between freelancers providing their services and customers in need of service help.

If you want to work on Squire, you can experience true freedom and flexibility as you can choose when you work, what services you provide, and how much you charge.

For customers looking for service help, Squire offers a variety of categories to choose from. Here they can find freelancers and businesses ready to offer their services.

We have experienced that many people around us have lost their jobs. We want to build a solution to this, providing people who have lost their income a means to earn a living. Efficient access to services is something we believe the danish economy lacks, by facilitating new demand and supply for service jobs, we hope to stimulate the economy by creating a platform that encourages spending and income generation opportunities during a time of suppressed economic growth.  Location DenmarkWebsite squire.dkFounded 2020Employees 1-10Industries Marketplace & eCommerceBusiness model MarketplaceFunding state Pre-seed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The BikeBuddies,Denmark,thebikebuddies.dk,2019,1-10,"Consumer Goods, Service, Retail, Travel & Tourism","B2C, B2B",Bootstrapping,"The BikeBuddies upcycles discarded bikes so citizens and companies easily can get their hands on a fully functioning recycled second-hand bike. A concept that benefits people's health, the mobility in society, the economy and our Planet.

In Denmark, more than 300.000 bikes are produced every year and more than 15 % of those end up being discarded. Our mission is to save discarded bikes from being remelted by refurbishing them to give them new lives. Our vision is to revolutionize the way bikes are recycled in Denmark and that way inspire other businesses to pursue a circular approach in their business models.

With so many bikes and resources going to waste every year, the idea behind The BikeBuddies was a call to action of creating a business based on a circular economy to help reduce waste in Denmark. By being a front-runner in the era of the circular economy, we can hopefully inspire many more people, entrepreneurs, and businesses to think circularity and sustainability into their operations and everyday life.
  Location DenmarkWebsite thebikebuddies.dkFounded 2019Employees 1-10Industries Consumer Goods, Service, Retail, Travel & TourismBusiness model B2C, B2BFunding state Bootstrapping",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Digmak,Sweden,digmak.com,2021,1-10,"Fintech, Service, Marketplace & eCommerce, Legal","B2C, B2B, Marketplace",Pre-seed,"Digmak supports the new generation of professionals with their tax scenarios by offering basic tools & increased access to tax information and experts. Digmak is a platform where users can find & book international tax experts. The database of tax regulations & typical cases helps simulate answers, saving time & money for users. Our platform will not provide consulting services but rather a database of international tax experts and case management tools for freelancers, digital nomads and MSMEs. Digmak's platform will develop more features in the coming years to digitalize the traditional taxation process.

Self-proclaimed digital nomads make up to 4.8 million of independent workers across the globe. This workforce has increased by 140% since 2005 and is expected to reach 1 billion by 2035. We automate and simplify a complex area by significantly reducing the lead time by 50% and cost by 50%. 

Digital Nomads are the new generation of professionals. Living and moving to different countries makes it difficult to understand and succeed in filling their taxes and EU regulations. The international taxation system is complex and varies according to the person’s citizenship, country (ies), residence status and origin of revenues. It usually takes more than a few weeks and a lot of hassle to finding a knowledgeable accountant or lawyer in dealing with multi-country taxes. The user can either enter the basic information for the concerned year and monitor the changes and applications to take into account to fill the 

Why we exist: To become partners of the nomadic lifestyle and dealing with taxes between countries.

Don't worry, be tax savvy!  Location SwedenWebsite digmak.comFounded 2021Employees 1-10Industries Fintech, Service, Marketplace & eCommerce, LegalBusiness model B2C, B2B, MarketplaceFunding state Pre-seed",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Wrepit,Norway,wrepit.net,2018,1-10,SaaS,B2B,Pre-seed,"Wrepit is a Software-as-a-Service company with global ambitions, located in central offices in Oslo, Norway. With our software customers succeed with their written reports. They stay on brand, get quickly to market, and delight their readers with great readability, accessibility and interactivity on any device - even mobile.

We are a young, growing company, and already have clients like KLP, Norconsult and Argentum.  Location NorwayWebsite wrepit.netFounded 2018Employees 1-10Industries SaaSBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
The White Box A/S,Denmark,thewhitebox.dk,2021,1-10,Fashion & Living,"B2C, B2B, Marketplace, B2G",Series A,"The White Box tilbyder et unikt innovations-setup for upcoming mode- og livsstils brands, hvor kreativitet og kommerciel succes flyder sammen. Her får ambitiøse startups mulighed for at accelerere deres udvikling i tæt samarbejde med andre iværksættere, investorer og partnere.

Vores filosofi er at en investering skal komme med kompetencer og know-how, således at vi kan understøtte iværksættere, som ikke kun efterspørger kapital, men i lige så høj grad sparring, erfaring og praktisk udførelse.

Vi arbejder hver dag vores brands med at udvikle deres koncept fra den gode idé til bæredygtig forretning.  Location DenmarkWebsite thewhitebox.dkFounded 2021Employees 1-10Industries Fashion & LivingBusiness model B2C, B2B, Marketplace, B2GFunding state Series A",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Candeno,Denmark,candeno.com,2018,11-50,"IT & Software, SaaS, Jobs & Recruitment","B2B, Marketplace, B2G",Seed,"Since 2020, Candeno has been the right hand of job seekers in Denmark. Via partnerships with job centers, a-kasser and educational institutions, we offer a complete package for job seekers across Denmark. 

At our platform, job seekers can find webinars, receive feedback on their material, a job database, a structuring tool, a resume and application builder and much, much more.   Location DenmarkWebsite candeno.comFounded 2018Employees 11-50Industries IT & Software, SaaS, Jobs & RecruitmentBusiness model B2B, Marketplace, B2GFunding state Seed",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encryptia,Norway,encryptia.no,2020,1-10,"Education, IT & Software, Gaming","B2C, B2B",Pre-seed,"Encryptia is developing an education in programming to help young people below 30 year to get an education and a job, with starting to play a game.(our course)
Many young people are not in education or employees (NEETS), they are sitting at home and gaming. The lack of IT developers are increasing.
We are working with UN Sustainability Goals no 8 and 10, to help more young people back to work, and to cover the gap of IT developers in Norway and the Nordic. 

Encryptia is togheter with seven young adults below 30, building a solution like a game. Made by gamers for gamers- to be motivated, fun and fast way of learning.

The founder of Encryptia has a background from large tech Companies in Norway. Working with recruitment and employer branding, she  learned that the lack of IT developers was and will remain a growing problem in the future. At the same time, her son was without a job and education and spent a lot of time in front of the PC screen. Then the idea was born,that also solves some socially critical problems.  (more IT developers and more young people &gt;30 year back to work)

  Location NorwayWebsite encryptia.noFounded 2020Employees 1-10Industries Education, IT & Software, GamingBusiness model B2C, B2BFunding state Pre-seed",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
