id,studyid,study_author,study_year,domain,substudy_author,substudy_year,outcome,treatment,n,d,r,source,n_win,study_name
3428,19,Luo et al.,2019,Campaign,Shaw and Martin,1992,Agenda effect,Media content,6,NA,0.03,Table 1,41,Luo et al. (2019)
3429,19,Luo et al.,2019,Campaign,Wanta and Wu,1992,Agenda effect,Media content,341,NA,0.31,Table 1,341,Luo et al. (2019)
3430,19,Luo et al.,2019,Campaign,Iyengar and Simon,1993,Agenda effect,Media content,8,NA,0.85,Table 1,41,Luo et al. (2019)
3431,19,Luo et al.,2019,Campaign,Wanta and Hu,1993,Agenda effect,Media content,41,NA,0.213,Table 1,41,Luo et al. (2019)
3432,19,Luo et al.,2019,Campaign,Wanta and Hu,1994,Agenda effect,Media content,11,NA,0.74,Table 1,41,Luo et al. (2019)
3433,19,Luo et al.,2019,Campaign,Ader,1995,Agenda effect,Media content,21,NA,0.169,Table 1,41,Luo et al. (2019)
3434,19,Luo et al.,2019,Campaign,McCombs et al.,1997,Agenda effect,Media content,15,NA,0.391,Table 1,41,Luo et al. (2019)
3435,19,Luo et al.,2019,Campaign,Dalton et al.,1998,Agenda effect,Media content,13,NA,0.88,Table 1,41,Luo et al. (2019)
3436,19,Luo et al.,2019,Campaign,Lopez-Escobar et al.,1998,Agenda effect,Media content,6,NA,0.73,Table 1,41,Luo et al. (2019)
3437,19,Luo et al.,2019,Campaign,McCombs et al.,2000,Agenda effect,Media content,15,NA,0.633,Table 1,41,Luo et al. (2019)
3438,19,Luo et al.,2019,Campaign,Kim et al.,2002,Agenda effect,Media content,6,NA,0.532,Table 1,41,Luo et al. (2019)
3439,19,Luo et al.,2019,Campaign,Tsfati,2003,Agenda effect,Media content,18,NA,0.71,Table 1,41,Luo et al. (2019)
3440,19,Luo et al.,2019,Campaign,Tsfati,2003,Agenda effect,Media content,18,NA,0.58,Table 1,41,Luo et al. (2019)
3441,19,Luo et al.,2019,Campaign,Tsfati,2003,Agenda effect,Media content,18,NA,0.13,Table 1,41,Luo et al. (2019)
3442,19,Luo et al.,2019,Campaign,Yang and Stone,2003,Agenda effect,Media content,7,NA,0.36,Table 1,41,Luo et al. (2019)
3443,19,Luo et al.,2019,Campaign,Craft and Wanta,2004,Agenda effect,Media content,8,NA,0.643,Table 1,41,Luo et al. (2019)
3444,19,Luo et al.,2019,Campaign,Craft and Wanta,2004,Agenda effect,Media content,345,NA,0.096,Table 1,345,Luo et al. (2019)
3445,19,Luo et al.,2019,Campaign,Kiousis and McCombs,2004,Agenda effect,Media content,11,NA,0.52,Table 1,41,Luo et al. (2019)
3446,19,Luo et al.,2019,Campaign,Wanta et al.,2004,Agenda effect,Media content,26,NA,0.585,Table 1,41,Luo et al. (2019)
3447,19,Luo et al.,2019,Campaign,Wanta et al.,2004,Agenda effect,Media content,21,NA,0.372,Table 1,41,Luo et al. (2019)
3448,19,Luo et al.,2019,Campaign,Kiousis,2005,Agenda effect,Media content,5,NA,0.801,Table 1,41,Luo et al. (2019)
3449,19,Luo et al.,2019,Campaign,Kiousis,2005,Agenda effect,Media content,5,NA,0.588,Table 1,41,Luo et al. (2019)
3450,19,Luo et al.,2019,Campaign,Kiousis,2005,Agenda effect,Media content,5,NA,0.783,Table 1,41,Luo et al. (2019)
3451,19,Luo et al.,2019,Campaign,Coleman and Banning,2006,Agenda effect,Media content,1807,NA,0.1235,Table 1,1807,Luo et al. (2019)
3452,19,Luo et al.,2019,Campaign,Kiousis et al.,2006,Agenda effect,Media content,10,NA,0.723,Table 1,41,Luo et al. (2019)
3453,19,Luo et al.,2019,Campaign,Coleman and McCombs,2007,Agenda effect,Media content,5,NA,1,Table 1,41,Luo et al. (2019)
3454,19,Luo et al.,2019,Campaign,Coleman and McCombs,2007,Agenda effect,Media content,5,NA,1,Table 1,41,Luo et al. (2019)
3455,19,Luo et al.,2019,Campaign,Golan et al.,2007,Agenda effect,Media content,10,NA,0.81,Table 1,41,Luo et al. (2019)
3456,19,Luo et al.,2019,Campaign,Kim and McCombs,2007,Agenda effect,Media content,22,NA,0.58,Table 1,41,Luo et al. (2019)
3457,19,Luo et al.,2019,Campaign,Tan and Weaver,2007,Agenda effect,Media content,19,NA,0.278,Table 1,41,Luo et al. (2019)
3458,19,Luo et al.,2019,Campaign,Conway and Patterson,2008,Agenda effect,Media content,10,NA,0.488,Table 1,41,Luo et al. (2019)
3459,19,Luo et al.,2019,Campaign,Conway and Patterson,2008,Agenda effect,Media content,7,NA,0.071,Table 1,41,Luo et al. (2019)
3460,19,Luo et al.,2019,Campaign,Kiousis and Wu,2008,Agenda effect,Media content,25,NA,0.352,Table 1,41,Luo et al. (2019)
3461,19,Luo et al.,2019,Campaign,Kiousis and Wu,2008,Agenda effect,Media content,25,NA,0.464,Table 1,41,Luo et al. (2019)
3462,19,Luo et al.,2019,Campaign,Besova and Cooley,2009,Agenda effect,Media content,9,NA,0.723,Table 1,41,Luo et al. (2019)
3463,19,Luo et al.,2019,Campaign,Besova and Cooley,2009,Agenda effect,Media content,9,NA,0.733,Table 1,41,Luo et al. (2019)
3464,19,Luo et al.,2019,Campaign,Mohamed and Gunter,2009,Agenda effect,Media content,10,NA,0.74,Table 1,41,Luo et al. (2019)
3465,19,Luo et al.,2019,Campaign,Ragas and Roberts,2009,Agenda effect,Media content,8,NA,0.26,Table 1,41,Luo et al. (2019)
3466,19,Luo et al.,2019,Campaign,Tan and Weaver,2009,Agenda effect,Media content,9,NA,0.432,Table 1,41,Luo et al. (2019)
3467,19,Luo et al.,2019,Campaign,Wu and Coleman,2009,Agenda effect,Media content,30,NA,0.516,Table 1,41,Luo et al. (2019)
3468,19,Luo et al.,2019,Campaign,Wu and Coleman,2009,Agenda effect,Media content,9,NA,0.298,Table 1,41,Luo et al. (2019)
3469,19,Luo et al.,2019,Campaign,Balmas and Sheafer,2010,Agenda effect,Media content,8,NA,0.675,Table 1,41,Luo et al. (2019)
3470,19,Luo et al.,2019,Campaign,Tan and Weaver,2010,Agenda effect,Media content,41,NA,0.26,Table 1,41,Luo et al. (2019)
3471,19,Luo et al.,2019,Campaign,White and Park,2010,Agenda effect,Media content,455,NA,0.025,Table 1,455,Luo et al. (2019)
3472,19,Luo et al.,2019,Campaign,Wirth et al.,2010,Agenda effect,Media content,7,NA,0.195,Table 1,41,Luo et al. (2019)
3473,19,Luo et al.,2019,Campaign,Dursun-Ozkanca,2011,Agenda effect,Media content,28,NA,0.61,Table 1,41,Luo et al. (2019)
3474,19,Luo et al.,2019,Campaign,Dursun-Ozkanca,2011,Agenda effect,Media content,9,NA,0.242,Table 1,41,Luo et al. (2019)
3475,19,Luo et al.,2019,Campaign,Kiousis,2011,Agenda effect,Media content,6,NA,0.556,Table 1,41,Luo et al. (2019)
3476,19,Luo et al.,2019,Campaign,Valenzuela,2011,Agenda effect,Media content,15,NA,0.275,Table 1,41,Luo et al. (2019)
3477,19,Luo et al.,2019,Campaign,Du,2012,Agenda effect,Media content,99,NA,0.573,Table 1,99,Luo et al. (2019)
3478,19,Luo et al.,2019,Campaign,Kim et al.,2012,Agenda effect,Media content,5,NA,0.667,Table 1,41,Luo et al. (2019)
3479,19,Luo et al.,2019,Campaign,Zhang et al.,2012,Agenda effect,Media content,7,NA,0.665,Table 1,41,Luo et al. (2019)
3480,19,Luo et al.,2019,Campaign,Bowe et al.,2013,Agenda effect,Media content,6,NA,0.588,Table 1,41,Luo et al. (2019)
3481,19,Luo et al.,2019,Campaign,Camaj and Weaver,2013,Agenda effect,Media content,7,NA,0.751,Table 1,41,Luo et al. (2019)
3482,19,Luo et al.,2019,Campaign,Lee and Coleman,2014,Agenda effect,Media content,8,NA,0.616,Table 1,41,Luo et al. (2019)
3483,19,Luo et al.,2019,Campaign,Luo,2014,Agenda effect,Media content,10,NA,0.845,Table 1,41,Luo et al. (2019)
3484,19,Luo et al.,2019,Campaign,Ragas et al.,2014,Agenda effect,Media content,38,NA,0.803,Table 1,41,Luo et al. (2019)
3485,19,Luo et al.,2019,Campaign,Vu et al.,2014,Agenda effect,Media content,10,NA,0.846,Table 1,41,Luo et al. (2019)
3486,20,Brugman et al.,2019,Framing,Abbarno et al. study 1a,2013,Attitude,Frame,NA,0.043,0.02149503253459184,Online Appendix D,NA,Brugman et al. (2019)
3487,20,Brugman et al.,2019,Framing,Abbarno et al. study 1b,2013,Attitude,Frame,NA,0.225,0.11179477306786521,Online Appendix D,NA,Brugman et al. (2019)
3488,20,Brugman et al.,2019,Framing,Adriaansen et al. study 1,2012,Attitude,Frame,NA,0.298,0.1473730656083947,Online Appendix D,NA,Brugman et al. (2019)
3489,20,Brugman et al.,2019,Framing,Adriaansen et al. study 2,2012,Attitude,Frame,NA,0.043,0.02149503253459184,Online Appendix D,NA,Brugman et al. (2019)
3490,20,Brugman et al.,2019,Framing,Ashley study 1,2004,Attitude,Frame,NA,0.096,0.047944799368398225,Online Appendix D,NA,Brugman et al. (2019)
3491,20,Brugman et al.,2019,Framing,Ashley study 2,2004,Attitude,Frame,NA,0.038,0.018996571428257877,Online Appendix D,NA,Brugman et al. (2019)
3492,20,Brugman et al.,2019,Framing,Binder et al. study 1,2016,Belief,Frame,NA,0.149,0.07429410984854967,Online Appendix D,NA,Brugman et al. (2019)
3493,20,Brugman et al.,2019,Framing,Boettcher et al. study 1,2009,Attitude,Frame,NA,0.029,0.014498475927822923,Online Appendix D,NA,Brugman et al. (2019)
3494,20,Brugman et al.,2019,Framing,Bogdanova et al. study 1,2010,Attitude,Frame,NA,0.663,0.31466114836743875,Online Appendix D,NA,Brugman et al. (2019)
3495,20,Brugman et al.,2019,Framing,Chen et al. study 1,2016,Belief,Frame,NA,0.08,0.039968038348871575,Online Appendix D,NA,Brugman et al. (2019)
3496,20,Brugman et al.,2019,Framing,Chong et al. study 1,2007,Attitude,Frame,NA,0.129,0.06436624912093881,Online Appendix D,NA,Brugman et al. (2019)
3497,20,Brugman et al.,2019,Framing,Cobb study 1,2005,Belief,Frame,NA,0.055,0.027489607456649343,Online Appendix D,NA,Brugman et al. (2019)
3498,20,Brugman et al.,2019,Framing,Corner et al. study 1,2015,Belief,Frame,NA,0.096,0.047944799368398225,Online Appendix D,NA,Brugman et al. (2019)
3499,20,Brugman et al.,2019,Framing,D'Angelo et al. study 1,2008,Attitude,Frame,NA,0.984,0.441461785617521,Online Appendix D,NA,Brugman et al. (2019)
3500,20,Brugman et al.,2019,Framing,de Vreese (a) study 1,2004,Attitude,Frame,NA,0.302,0.14930741460103533,Online Appendix D,NA,Brugman et al. (2019)
3501,20,Brugman et al.,2019,Framing,de Vreese (b) study 1,2004,Attitude,Frame,NA,0.104,0.051929838255997875,Online Appendix D,NA,Brugman et al. (2019)
3502,20,Brugman et al.,2019,Framing,de Vreese study 1,2007,Attitude,Frame,NA,0.586,0.28117901323474487,Online Appendix D,NA,Brugman et al. (2019)
3503,20,Brugman et al.,2019,Framing,de Vreese et al. study 1,2008,Attitude,Frame,NA,0.494,0.23979350701247146,Online Appendix D,NA,Brugman et al. (2019)
3504,20,Brugman et al.,2019,Framing,de Vreese et al. study 2,2008,Attitude,Frame,NA,0.315,0.15558211657460816,Online Appendix D,NA,Brugman et al. (2019)
3505,20,Brugman et al.,2019,Framing,de Vreese et al. study 1,2009,Attitude,Frame,NA,0.18,0.08963769949589058,Online Appendix D,NA,Brugman et al. (2019)
3506,20,Brugman et al.,2019,Framing,de Vreese et al. study 2,2009,Attitude,Frame,NA,0.12,0.059892290727946725,Online Appendix D,NA,Brugman et al. (2019)
3507,20,Brugman et al.,2019,Framing,Druckman et al. study 1,2010,Intention,Frame,NA,0.373,0.18333878583403784,Online Appendix D,NA,Brugman et al. (2019)
3508,20,Brugman et al.,2019,Framing,Flusberg et al. study 1,2017,Belief,Frame,NA,0.02,0.009999500037496877,Online Appendix D,NA,Brugman et al. (2019)
3509,20,Brugman et al.,2019,Framing,Flusberg et al. study 3,2017,Belief,Frame,NA,0.078,0.03897037429124693,Online Appendix D,NA,Brugman et al. (2019)
3510,20,Brugman et al.,2019,Framing,Fung et al. study 1,2011,Attitude,Frame,NA,0.13,0.06486312108268012,Online Appendix D,NA,Brugman et al. (2019)
3511,20,Brugman et al.,2019,Framing,Gangl study 1,2007,Attitude,Frame,NA,0.686,0.3244452371489806,Online Appendix D,NA,Brugman et al. (2019)
3512,20,Brugman et al.,2019,Framing,Gubler et al. study 1a,2015,Attitude,Frame,NA,0.197,0.098025613373211,Online Appendix D,NA,Brugman et al. (2019)
3513,20,Brugman et al.,2019,Framing,Gubler et al. study 2,2015,Attitude,Frame,NA,0.007,0.0034999785626969554,Online Appendix D,NA,Brugman et al. (2019)
3514,20,Brugman et al.,2019,Framing,Guy et al. study 1,2013,Belief,Frame,NA,0.333,0.1642390250511013,Online Appendix D,NA,Brugman et al. (2019)
3515,20,Brugman et al.,2019,Framing,Guy et al. study 2,2013,Belief,Frame,NA,1.374,0.5662489440998575,Online Appendix D,NA,Brugman et al. (2019)
3516,20,Brugman et al.,2019,Framing,Han et al. study 1a,2009,Attitude,Frame,NA,0.04,0.01999600119960014,Online Appendix D,NA,Brugman et al. (2019)
3517,20,Brugman et al.,2019,Framing,Han et al. study 1b,2009,Attitude,Frame,NA,0.168,0.08370520712978544,Online Appendix D,NA,Brugman et al. (2019)
3518,20,Brugman et al.,2019,Framing,Hart study 2,2017,Belief,Frame,NA,0.289,0.14301462315935123,Online Appendix D,NA,Brugman et al. (2019)
3519,20,Brugman et al.,2019,Framing,Hartman study 2,2009,Attitude,Frame,NA,0.012,0.005999892002915914,Online Appendix D,NA,Brugman et al. (2019)
3520,20,Brugman et al.,2019,Framing,Hartman study 1,2012,Attitude,Frame,NA,0.081,0.040466825742483205,Online Appendix D,NA,Brugman et al. (2019)
3521,20,Brugman et al.,2019,Framing,Hartman study 2,2012,Attitude,Frame,NA,0.343,0.16903220560117044,Online Appendix D,NA,Brugman et al. (2019)
3522,20,Brugman et al.,2019,Framing,Jackson study 1,2011,Attitude,Frame,NA,0.418,0.20457963407407728,Online Appendix D,NA,Brugman et al. (2019)
3523,20,Brugman et al.,2019,Framing,Joris study 1,2016,Attitude,Frame,NA,0.073,0.03647571070436795,Online Appendix D,NA,Brugman et al. (2019)
3524,20,Brugman et al.,2019,Framing,Joris study 2,2016,Attitude,Frame,NA,0.083,0.04146430940698209,Online Appendix D,NA,Brugman et al. (2019)
3525,20,Brugman et al.,2019,Framing,Kalmoe study 1,2013,Intention,Frame,NA,0.028,0.013998628201651065,Online Appendix D,NA,Brugman et al. (2019)
3526,20,Brugman et al.,2019,Framing,Kalmoe study 2,2013,Intention,Frame,NA,0.12,0.059892290727946725,Online Appendix D,NA,Brugman et al. (2019)
3527,20,Brugman et al.,2019,Framing,Kalmoe study 1,2014,Attitude,Frame,NA,0.032,0.015997952393132134,Online Appendix D,NA,Brugman et al. (2019)
3528,20,Brugman et al.,2019,Framing,Kalmoe study 2,2014,Attitude,Frame,NA,0.097,0.04844305837353735,Online Appendix D,NA,Brugman et al. (2019)
3529,20,Brugman et al.,2019,Framing,Kalmoe study 3,2014,Attitude,Frame,NA,0.072,0.03597669465035493,Online Appendix D,NA,Brugman et al. (2019)
3530,20,Brugman et al.,2019,Framing,Kalmoe study 1,2017,Intention,Frame,NA,0.023,0.011499239637917583,Online Appendix D,NA,Brugman et al. (2019)
3531,20,Brugman et al.,2019,Framing,Kalmoe study 2,2017,Intention,Frame,NA,0.214,0.10639268838589656,Online Appendix D,NA,Brugman et al. (2019)
3532,20,Brugman et al.,2019,Framing,Kalmoe et al. study 1,2017,Attitude,Frame,NA,0.01,0.004999937501171851,Online Appendix D,NA,Brugman et al. (2019)
3533,20,Brugman et al.,2019,Framing,Kalmoe et al. study 2,2017,Attitude,Frame,NA,0.013,0.006499862691850937,Online Appendix D,NA,Brugman et al. (2019)
3534,20,Brugman et al.,2019,Framing,Lagerwerf et al. study 1,2017,Attitude,Frame,NA,0.062,0.030985115227341153,Online Appendix D,NA,Brugman et al. (2019)
3535,20,Brugman et al.,2019,Framing,Landau et al. study 1,2017,Belief,Frame,NA,0.121,0.06038958046753049,Online Appendix D,NA,Brugman et al. (2019)
3536,20,Brugman et al.,2019,Framing,Landau et al. study 3,2014,Attitude,Frame,NA,0.035,0.01749732092783369,Online Appendix D,NA,Brugman et al. (2019)
3537,20,Brugman et al.,2019,Framing,Landau et al. study 1,2009,Attitude,Frame,NA,0.239,0.11865578606834663,Online Appendix D,NA,Brugman et al. (2019)
3538,20,Brugman et al.,2019,Framing,Lauenstein study 1,2013,Attitude,Frame,NA,0.189,0.09408085093703687,Online Appendix D,NA,Brugman et al. (2019)
3539,20,Brugman et al.,2019,Framing,Lauenstein study 4,2013,Attitude,Frame,NA,0.186,0.0926004116694336,Online Appendix D,NA,Brugman et al. (2019)
3540,20,Brugman et al.,2019,Framing,Lauenstein study 5a,2013,Attitude,Frame,NA,0.216,0.1073756009642051,Online Appendix D,NA,Brugman et al. (2019)
3541,20,Brugman et al.,2019,Framing,Lauenstein study 5b,2013,Attitude,Frame,NA,0.013,0.006499862691850937,Online Appendix D,NA,Brugman et al. (2019)
3542,20,Brugman et al.,2019,Framing,Lauenstein study 6,2013,Belief,Frame,NA,0.047,0.023493513748900526,Online Appendix D,NA,Brugman et al. (2019)
3543,20,Brugman et al.,2019,Framing,Malhotra et al. study 1,2010,Attitude,Frame,NA,0.021,0.010499421235356163,Online Appendix D,NA,Brugman et al. (2019)
3544,20,Brugman et al.,2019,Framing,Marotta study 1,2017,Attitude,Frame,NA,0.008,0.0039999680003839945,Online Appendix D,NA,Brugman et al. (2019)
3545,20,Brugman et al.,2019,Framing,Nay et al. study 1,2013,Belief,Frame,NA,0.009,0.004499954438191968,Online Appendix D,NA,Brugman et al. (2019)
3546,20,Brugman et al.,2019,Framing,Newell et al. study 1,2016,Belief,Frame,NA,0.21,0.10442593000399553,Online Appendix D,NA,Brugman et al. (2019)
3547,20,Brugman et al.,2019,Framing,Patton study 2,2008,Attitude,Frame,NA,0.734,0.3445304742031446,Online Appendix D,NA,Brugman et al. (2019)
3548,20,Brugman et al.,2019,Framing,Patton study 4,2008,Belief,Frame,NA,0.713,0.3357993123214506,Online Appendix D,NA,Brugman et al. (2019)
3549,20,Brugman et al.,2019,Framing,Perrez et al. study 2,2015,Attitude,Frame,NA,0,0,Online Appendix D,NA,Brugman et al. (2019)
3550,20,Brugman et al.,2019,Framing,Pingree et al. study 1,2013,Belief,Frame,NA,0.387,0.18997611581242357,Online Appendix D,NA,Brugman et al. (2019)
3551,20,Brugman et al.,2019,Framing,Pingree et al. study 1,2012,Attitude,Frame,NA,0.569,0.2736411623038531,Online Appendix D,NA,Brugman et al. (2019)
3552,20,Brugman et al.,2019,Framing,Pingree et al. study 2,2012,Attitude,Frame,NA,0.386,0.18950287214271566,Online Appendix D,NA,Brugman et al. (2019)
3553,20,Brugman et al.,2019,Framing,Raimi et al. study 1,2017,Belief,Frame,NA,0.117,0.05840015538446645,Online Appendix D,NA,Brugman et al. (2019)
3554,20,Brugman et al.,2019,Framing,Raimi et al. study 2,2017,Belief,Frame,NA,0.02,0.009999500037496877,Online Appendix D,NA,Brugman et al. (2019)
3555,20,Brugman et al.,2019,Framing,Reijnierse et al. study 1,2015,Attitude,Frame,NA,0.12,0.059892290727946725,Online Appendix D,NA,Brugman et al. (2019)
3556,20,Brugman et al.,2019,Framing,Reijnierse et al. study 2,2015,Attitude,Frame,NA,0.193,0.09605379788953777,Online Appendix D,NA,Brugman et al. (2019)
3557,20,Brugman et al.,2019,Framing,Rolfe-Redding study 1,2011,Attitude,Frame,NA,0.085,0.042461669106073914,Online Appendix D,NA,Brugman et al. (2019)
3558,20,Brugman et al.,2019,Framing,Rowling et al. study 1,2013,Belief,Frame,NA,0.131,0.06535994480557497,Online Appendix D,NA,Brugman et al. (2019)
3559,20,Brugman et al.,2019,Framing,Sarnoff study 1,2009,Attitude,Frame,NA,0.122,0.06088682524469268,Online Appendix D,NA,Brugman et al. (2019)
3560,20,Brugman et al.,2019,Framing,Sopory study 1,2006,Attitude,Frame,NA,0.086,0.04296030154336001,Online Appendix D,NA,Brugman et al. (2019)
3561,20,Brugman et al.,2019,Framing,Sopory study 1,2008,Attitude,Frame,NA,0.037,0.018496834999892797,Online Appendix D,NA,Brugman et al. (2019)
3562,20,Brugman et al.,2019,Framing,Steen et al. study 1,2014,Attitude,Frame,NA,0.074,0.036974699474353154,Online Appendix D,NA,Brugman et al. (2019)
3563,20,Brugman et al.,2019,Framing,Steen et al. study 2,2014,Attitude,Frame,NA,0.01,0.004999937501171851,Online Appendix D,NA,Brugman et al. (2019)
3564,20,Brugman et al.,2019,Framing,Steen et al. study 3,2014,Attitude,Frame,NA,0.021,0.010499421235356163,Online Appendix D,NA,Brugman et al. (2019)
3565,20,Brugman et al.,2019,Framing,Steen et al. study 4,2014,Attitude,Frame,NA,0.027,0.01349876998062572,Online Appendix D,NA,Brugman et al. (2019)
3566,20,Brugman et al.,2019,Framing,Stewart study 1,2013,Belief,Frame,NA,0.11,0.05491700075713547,Online Appendix D,NA,Brugman et al. (2019)
3567,20,Brugman et al.,2019,Framing,Stimus study 1,2016,Attitude,Frame,NA,0.039,0.019496293619479906,Online Appendix D,NA,Brugman et al. (2019)
3568,20,Brugman et al.,2019,Framing,Tewksbury et al. study 1,2000,Attitude,Frame,NA,0.096,0.047944799368398225,Online Appendix D,NA,Brugman et al. (2019)
3569,20,Brugman et al.,2019,Framing,Thibodeau et al. study 1,2017,Attitude,Frame,NA,0.049,0.024492650246101876,Online Appendix D,NA,Brugman et al. (2019)
3570,20,Brugman et al.,2019,Framing,Valentino et al. study 1,2001,Attitude,Frame,NA,0.122,0.06088682524469268,Online Appendix D,NA,Brugman et al. (2019)
3571,20,Brugman et al.,2019,Framing,Van der Linden et al. study 1,2014,Belief,Frame,NA,0.035,0.01749732092783369,Online Appendix D,NA,Brugman et al. (2019)
3572,20,Brugman et al.,2019,Framing,Vasquez et al. study 1,2014,Attitude,Frame,NA,0.528,0.2552546961641346,Online Appendix D,NA,Brugman et al. (2019)
3573,20,Brugman et al.,2019,Framing,Vasquez et al. study 2,2014,Belief,Frame,NA,0.639,0.3043436555151817,Online Appendix D,NA,Brugman et al. (2019)
3574,20,Brugman et al.,2019,Framing,Walsh- Thomas study 1,2016,Belief,Frame,NA,0.011,0.005499916814387269,Online Appendix D,NA,Brugman et al. (2019)
3575,20,Brugman et al.,2019,Framing,Williams et al. study 1,2011,Belief,Frame,NA,0.33,0.16279878299320225,Online Appendix D,NA,Brugman et al. (2019)
3576,20,Brugman et al.,2019,Framing,Yun et al. study 1,2008,Attitude,Frame,NA,0.195,0.09703984846248681,Online Appendix D,NA,Brugman et al. (2019)
3577,21,Costa,2017,Responsiveness,Butler et al.,2012,Response rate,Policy or service,465,NA,0.0703,Replication material,465,Costa (2017)
3578,21,Costa,2017,Responsiveness,Butler et al.,2012,Response rate,Policy or service,564,NA,0.1836,Replication material,564,Costa (2017)
3579,21,Costa,2017,Responsiveness,Butler and Broockman,2011,Response rate,Race of sender,4859,NA,0.0527,Replication material,4859,Costa (2017)
3580,21,Costa,2017,Responsiveness,Distelhorst and Hou,2014,Response rate,Race of sender,258,NA,0.1529,Replication material,258,Costa (2017)
3581,21,Costa,2017,Responsiveness,White et al.,2015,Response rate,Race of sender,6442,NA,0.0429,Replication material,5382,Costa (2017)
3582,21,Costa,2017,Responsiveness,Einstein and Glick,2017,Response rate,"Race of sender, Black",626,NA,0.0329,Replication material,626,Costa (2017)
3583,21,Costa,2017,Responsiveness,Einstein and Glick,2017,Response rate,"Race of sender, Latino",657,NA,0.048,Replication material,657,Costa (2017)
3584,21,Costa,2017,Responsiveness,Grohs et al.,2015,Response rate,Race of sender,991,NA,0.0122,Replication material,991,Costa (2017)
3585,21,Costa,2017,Responsiveness,Mendez and Grose,2014,Response rate,Race of sender,935,NA,0.0912,Replication material,935,Costa (2017)
3586,21,Costa,2017,Responsiveness,Butler and Crabtree,2016,Response rate,Race of sender,11801,NA,0.0542,Replication material,5382,Costa (2017)
3587,21,Costa,2017,Responsiveness,Butler,2014,Response rate,"Race of sender, Black",1620,NA,0.0231,Replication material,1620,Costa (2017)
3588,21,Costa,2017,Responsiveness,Butler,2014,Response rate,"Race of sender, Latino",1583,NA,0.0237,Replication material,1583,Costa (2017)
3589,21,Costa,2017,Responsiveness,Janusz and Lajevardi,2016,Response rate,Race of sender,434,NA,0.0155,Replication material,434,Costa (2017)
3590,21,Costa,2017,Responsiveness,Janusz and Lajevardi,2016,Response rate,Race of sender,434,NA,0.0215,Replication material,434,Costa (2017)
3591,22,Lind and Boomgarden,2019,Knowledge,Bas & Grabe,2015,Knowledge gap,Education,80,NA,0.87,Table A1,80,Lind and Boomgarden (2019)
3592,22,Lind and Boomgarden,2019,Knowledge,Bekalu & Eggermont,2014,Knowledge gap,Education,955,NA,0.56,Table A1,955,Lind and Boomgarden (2019)
3593,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,12000,NA,0.58,Table A1,5382,Lind and Boomgarden (2019)
3594,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,12000,NA,0.39,Table A1,5382,Lind and Boomgarden (2019)
3595,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.13,Table A1,1000,Lind and Boomgarden (2019)
3596,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.29,Table A1,1000,Lind and Boomgarden (2019)
3597,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.3,Table A1,1000,Lind and Boomgarden (2019)
3598,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.2,Table A1,1000,Lind and Boomgarden (2019)
3599,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.21,Table A1,1000,Lind and Boomgarden (2019)
3600,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.36,Table A1,1000,Lind and Boomgarden (2019)
3601,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.24,Table A1,1000,Lind and Boomgarden (2019)
3602,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.29,Table A1,1000,Lind and Boomgarden (2019)
3603,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.24,Table A1,1000,Lind and Boomgarden (2019)
3604,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.23,Table A1,1000,Lind and Boomgarden (2019)
3605,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.16,Table A1,1000,Lind and Boomgarden (2019)
3606,22,Lind and Boomgarden,2019,Knowledge,Bonfadelli,2005,Knowledge gap,Education,1000,NA,0.18,Table A1,1000,Lind and Boomgarden (2019)
3607,22,Lind and Boomgarden,2019,Knowledge,Cacciatore et al.,2014,Knowledge gap,Education,1721,NA,0.27,Table A1,1721,Lind and Boomgarden (2019)
3608,22,Lind and Boomgarden,2019,Knowledge,Chang et al.,2018,Knowledge gap,Education,1001,NA,0.15,Table A1,1001,Lind and Boomgarden (2019)
3609,22,Lind and Boomgarden,2019,Knowledge,Dalisay & Liu,2015,Knowledge gap,Education,1644,NA,0.24,Table A1,1644,Lind and Boomgarden (2019)
